new	0	1	0	0	20439.0	19587.0	26.0	20435	19558	4	0.00145192	4
new	1	1	0	0	13227.0	18487.0	26.0	13402	18579	5	0.00050347	3
new	2	1	0	0	5487.0	21817.0	26.0	5627	21958	3	0.00122304	3
new	3	1	0	0	3016.0	17506.0	59.0	3032	17592	2	0.00056035	4
new	4	1	1	0	12218.0	18111.0	89.0	12319	18241	4	0.00145668	4
new	5	1	0	0	6747.0	18244.0	59.0	6831	18153	4	0.00132314	2
new	6	1	0	0	17477.0	10257.0	26.0	17429	10199	3	0.00159885	4
new	7	1	0	0	19352.0	16523.0	26.0	19134	16605	3	0.00151591	2
new	8	1	1	0	10966.0	23917.0	59.0	10971	23949	3	0.00075367	4
new	9	1	0	0	19244.0	12879.0	26.0	19497	12836	5	0.00154098	3
new	10	1	1	0	15609.0	19801.0	59.0	15372	19670	5	0.00063399	3
new	11	1	1	0	7063.0	16860.0	59.0	7778	17186	4	0.00056671	3
new	12	1	0	0	12245.0	17333.0	59.0	12245	17294	2	0.00154933	4
new	13	1	1	0	10887.0	26671.0	58.99999999999999	10764	26671	5	0.00196563	4
new	14	1	0	0	11547.0	13475.0	59.0	11496	13479	4	0.00073977	4
new	15	1	1	0	6556.0	21265.0	59.00000000000001	6540	21233	3	0.00097768	4
new	16	1	2	0	1373.0	22089.0	26.0	2004	21787	2	0.00111759	3
new	17	1	1	0	8479.0	11919.0	59.0	8496	11918	3	0.00140644	3
new	18	1	0	0	4853.0	10060.0	59.0	4814	10140	2	0.00146677	3
new	19	1	1	0	12752.0	25758.0	59.0	12635	25774	4	0.00057357	3
new	20	1	2	0	14599.0	20193.0	50.25	14454	20335	2	0.00137200	3
new	21	1	3	0	15681.0	6426.0	25.125000000000004	15545	6810	3	0.00165870	2
new	22	1	2	0	15327.0	22866.0	39.0	15289	22720	3	0.00110591	2
new	23	1	0	0	12472.0	13733.0	59.0	12526	13834	3	0.00093830	3
new	24	1	2	0	16164.0	27734.0	50.25	16159	27707	5	0.00189379	4
new	25	1	1	0	10966.0	23890.0	58.99999999999999	10998	23825	4	0.00130729	3
new	26	1	0	0	14949.0	13878.0	59.0	14919	13926	5	0.00140064	2
new	27	1	1	0	13545.0	19256.0	100.5	13454	19256	5	0.00132260	2
