poi	9999	3	0	2	5874.656551908553	24100.555009088348	13.0	5754	23526	4	0.00145962	4
poi	9998	3	1	2	15582.624457876636	13880.588691960125	89.0	15499	13789	5	0.00169391	2
poi	9997	3	1	2	13780.102726253624	27321.15192545635	39.0	13845	27274	3	0.00197204	2
poi	9996	3	0	2	15006.32632373668	13242.881264415337	89.0	15114	13360	4	0.00072493	2
poi	9995	3	0	2	12783.636697000535	18483.710051540198	134.0	12871	18492	5	0.00116252	3
poi	9994	3	5	2	8680.387769988734	11842.81724552837	6.28125	8811	12064	3	0.00106436	3
poi	9993	3	0	2	14248.538427441981	21725.573204017244	59.0	14255	21725	5	0.00198620	2
poi	9992	3	1	2	12909.482772928663	12014.80166392521	59.0	12889	12101	2	0.00127680	3
poi	9991	3	1	2	18713.78060936472	16564.43486447823	26.0	18750	16508	3	0.00115110	4
poi	9990	3	0	2	9370.401637664434	8030.630694973713	59.0	9388	8045	4	0.00172177	2
poi	9989	3	5	2	11928.330359125219	19744.574194221725	6.28125	11988	19716	2	0.00177552	4
poi	9988	3	0	2	12726.422829201692	8881.03054520631	58.99999999999999	12713	8831	3	0.00054826	2
poi	9987	3	0	2	13753.188264383929	8324.563941780862	59.00000000000001	13702	8319	5	0.00196525	2
poi	9986	3	0	2	8659.90465940477	6845.62932828158	44.0	8843	6973	3	0.00160584	4
poi	9985	3	0	2	8163.081386439969	19898.2715435208	59.0	8164	19875	4	0.00192397	3
poi	9984	3	0	2	16634.47760419904	13088.281405626694	134.0	16565	13211	3	0.00132669	3
poi	9983	3	0	2	11823.893715128257	18353.15386882816	8.0	11916	18317	4	0.00121342	4
poi	9982	3	1	2	8678.370774808465	19138.301700584892	59.0	8759	19116	5	0.00131616	2
poi	9981	3	0	2	11365.436335835215	24740.772870989404	59.0	11299	24716	5	0.00101799	3
poi	9980	3	0	2	12038.159933479701	22393.3564601773	134.0	12191	22043	3	0.00155679	2
poi	9979	3	0	2	16918.549377988675	14256.23456625693	59.0	16869	14239	3	0.00074017	2
poi	9978	3	0	2	15450.676863742936	22914.677675644838	19.0	15366	22883	3	0.00178271	4
poi	9977	3	1	2	6619.294826272357	19618.17197123279	29.0	6546	19637	3	0.00096022	3
poi	9976	3	0	2	12030.74027450936	30121.007436974316	13.0	12083	30177	3	0.00121750	4
poi	9975	3	1	2	9750.997133585362	16242.090170359737	59.0	9731	16096	4	0.00123403	2
poi	9974	3	0	2	12855.06107568191	16483.268900967632	134.0	12748	16546	4	0.00148924	3
poi	9973	3	1	2	10702.154939838718	11363.154939838718	29.0	10730	11391	3	0.00137869	2
poi	9972	3	0	2	8643.50199191137	14092.170323326141	59.0	8743	14083	5	0.00164141	2
poi	9971	3	0	2	15413.522660037868	22009.333889923564	58.99999999999999	15434	21968	2	0.00080473	2
poi	9970	3	0	2	8658.548432161966	21985.951642678443	59.0	8645	21977	3	0.00124766	3
poi	9969	3	2	2	12130.164043495462	17738.840101822687	29.0	12087	17488	2	0.00059823	4
poi	9968	3	0	2	20096.02680422853	17901.077487028433	26.0	20863	17758	3	0.00171234	4
poi	9967	3	1	2	11961.630931750455	6286.401258283408	59.0	11870	6341	4	0.00093424	2
poi	9966	3	0	2	13386.339113395503	14059.790807821997	89.0	13297	14116	4	0.00089647	4
