poi	9999	4	0	3	5871.98482786283	24087.832513632522	13.0	5754	23526	2	0.00188027	3
poi	9998	4	1	3	15522.614484478738	13814.863483000523	89.0	15499	13789	5	0.00145712	4
poi	9997	4	1	3	13811.654089380438	27298.227888184527	39.0	13845	27274	4	0.00065238	3
poi	9996	4	0	3	15066.561457955277	13308.40018233732	89.0	15114	13360	2	0.00080702	3
poi	9995	4	0	3	12916.97430638499	18496.989459607674	134.0	13000	18506	2	0.00116051	3
poi	9994	4	5	3	8683.581654983103	11848.225868292553	6.28125	8811	12064	4	0.00197907	2
poi	9993	4	0	3	14301.21265090049	21700.05983919656	59.0	14318	21691	4	0.00108947	2
poi	9992	4	1	3	12895.842774762697	12072.203322873645	59.0	12889	12101	4	0.00142836	3
poi	9991	4	1	3	18727.82379659572	16542.553619257833	26.0	18750	16508	5	0.00102945	3
poi	9990	4	0	3	9409.768252416523	8015.975663444637	59.0	9481	7921	2	0.00197967	3
poi	9989	4	5	3	11933.99553868783	19741.86129133259	6.28125	11988	19716	5	0.00107900	4
poi	9988	4	0	3	12707.411887784054	8826.459658824544	59.0	12697	8818	3	0.00196925	4
poi	9987	4	0	3	13724.358074954915	8321.430225538577	28.999999999999996	13702	8319	3	0.00188732	3
poi	9986	4	0	3	8696.024488283332	6870.756165762318	44.0	8843	6973	3	0.00066437	4
poi	9985	4	0	3	8163.633587973957	19884.282437993075	13.999999999999998	8164	19875	3	0.00190147	2
poi	9984	4	0	3	16568.45918892347	13204.890019564524	134.0	16565	13211	5	0.00160491	4
poi	9983	4	0	3	11831.340572692385	18350.23080324224	8.0	11916	18317	5	0.00196243	3
poi	9982	4	1	3	8735.235630903462	19122.57312336713	59.0	8759	19116	4	0.00056921	4
poi	9981	4	0	3	11310.154503752821	24720.159306484104	59.0	11299	24716	5	0.00150705	4
poi	9980	4	0	3	12091.73990021955	22270.53469026595	134.0	12191	22043	2	0.00190931	3
poi	9979	4	0	3	16867.293952220454	14245.312376784324	59.0	16839	14350	2	0.00097963	4
poi	9978	4	0	3	15442.247411565115	22911.524211520762	9.0	15366	22883	4	0.00152701	4
poi	9977	4	1	3	6591.206756273277	19625.38725526925	29.0	6546	19637	3	0.00163879	4
poi	9976	4	0	3	12039.61041176404	30130.51115546147	13.0	12083	30177	3	0.00127389	3
poi	9975	4	1	3	9742.995700378046	16183.635255539606	59.0	9731	16096	3	0.00076117	3
poi	9974	4	0	3	12752.433802960722	16554.867605921445	134.0	12753	16556	3	0.00105376	3
poi	9973	4	1	3	10722.661036493128	11383.661036493128	29.0	10730	11391	2	0.00079341	4
poi	9972	4	0	3	8672.379600092978	14089.508792618159	29.0	8743	14083	2	0.00138606	2
poi	9971	4	0	3	15441.84005273799	21957.79135126866	59.0	15765	21537	3	0.00128920	4
poi	9970	4	0	3	8616.057543843886	21884.29369512495	134.0	8581	21772	4	0.00165316	4
poi	9969	4	2	3	12125.246065243193	17710.26015273403	29.0	12087	17488	4	0.00098652	2
poi	9968	4	0	3	20108.806340413164	17898.69348725795	13.0	20863	17758	5	0.00170307	2
poi	9967	4	1	3	11910.946397625681	6316.601887425112	59.0	11870	6341	5	0.00163417	2
poi	9966	4	0	3	13311.008670093253	14107.186211732995	89.0	13297	14116	4	0.00191239	4
poi	9965	4	0	3	14191.257788354696	10678.216853501486	59.0	14260	10517	5	0.00116410	3
poi	9964	4	0	3	5514.478851088822	21844.6751285966	13.0	5627	21958	2	0.00173167	2
poi	9963	4	0	3	12631.50369462193	15481.704338473894	59.0	12633	15471	2	0.00052849	2
poi	9962	4	3	3	8600.127343458795	11706.020737505623	25.125	8674	11832	2	0.00113715	3
poi	9961	4	0	3	15834.241592374945	15516.561888215414	59.0	15795	15483	3	0.00147689	4
poi	9960	4	1	3	11930.035129959582	22138.37340301722	100.5	11916	22177	2	0.00129932	4
poi	9959	4	1	3	7444.456733888589	18052.88956999042	59.0	7251	18301	5	0.00073972	3
poi	9958	4	0	3	14412.779720679082	18065.053103885315	44.0	14247	18086	3	0.00114903	3
poi	9957	4	1	3	17480.13952955084	11295.918385553105	89.0	17258	11084	5	0.00100970	2
poi	9956	4	0	3	13390.346804235489	9420.297999736047	201.0	13308	9968	5	0.00137722	2
poi	9955	4	1	3	9054.364529082559	19122.12946409079	59.0	8994	19037	2	0.00077256	2
poi	9954	4	2	3	14759.513288682874	7944.806081841988	26.0	14749	7379	4	0.00124325	3
poi	9953	4	0	3	13626.205207949228	19636.361780785697	59.00000000000001	13465	19572	4	0.00193219	2
poi	9952	4	2	3	13280.937481268065	9047.233769513283	50.25	12839	8761	2	0.00089103	4
poi	9951	4	0	3	6151.384565608847	13400.773784935973	13.0	6117	13421	4	0.00130401	4
poi	9950	4	0	3	18388.958371509634	10337.380808998374	26.0	18435	10412	5	0.00067984	4
poi	9949	4	0	3	15574.404987894819	13898.864142806848	29.0	15583	13881	2	0.00191316	4
poi	9948	4	2	3	19481.19586411217	24486.791901651115	50.25	17968	22616	2	0.00182950	3
poi	9947	4	0	3	15020.131004659515	19300.988393388034	59.0	14989	19310	4	0.00163093	4
poi	9946	4	0	3	10828.56879464151	11537.928927619429	59.0	10833	11545	2	0.00095622	4
poi	9945	4	1	3	20519.015466929814	19427.019234656673	26.0	20671	19219	5	0.00051499	4
poi	9944	4	1	3	9698.765795080308	23605.4276491822	59.0	9551	23772	4	0.00083679	3
poi	9943	4	1	3	10188.998839867254	8018.5550209797475	59.0	10192	8061	5	0.00078426	4
poi	9942	4	4	3	10037.44549204595	23077.78896090737	12.562500000000002	10042	23062	4	0.00198437	2
poi	9941	4	0	3	20169.602119820906	24818.221859384223	26.0	20217	24735	5	0.00066003	4
poi	9940	4	0	3	9402.900025048702	15694.86022812666	44.0	9231	15689	4	0.00134898	3
poi	9939	4	3	3	12588.973776290266	21094.058461187393	25.125	12578	21152	5	0.00183937	4
poi	9938	4	0	3	15630.338160770154	13933.26132949025	44.0	15708	14019	5	0.00167049	3
poi	9937	4	0	3	12558.763948420576	11362.7043974898	59.0	12565	11496	3	0.00163589	2
poi	9936	4	0	3	10821.34793616885	28831.294930749442	59.0	10923	28830	5	0.00121016	2
poi	9935	4	0	3	4796.579432946687	19400.593271927282	58.99999999999999	4799	19472	2	0.00182662	3
poi	9934	4	0	3	14464.218795742065	23707.294670000785	19.0	14489	23722	4	0.00127031	4
poi	9933	4	0	3	5572.943626001059	20102.591419205484	29.0	5651	20112	4	0.00148115	2
poi	9932	4	0	3	8907.947249510824	10258.112843108718	28.999999999999996	8704	10363	4	0.00107894	3
poi	9931	4	1	3	14880.023689912996	8510.813147304436	19.0	14958	8366	3	0.00102160	2
poi	9930	4	0	3	11853.041432003978	27950.490912964717	29.0	11694	27916	5	0.00126804	2
poi	9929	4	0	3	11540.020503850712	23703.884745572315	59.0	11494	23686	2	0.00146862	3
poi	9928	4	0	3	3011.8104851674275	19976.601959557887	59.0	3257	19910	3	0.00131062	3
poi	9927	4	0	3	11966.032669787788	18891.29304628845	19.0	11974	18944	2	0.00126919	2
poi	9926	4	0	3	7419.07140118991	19800.58982173523	59.00000000000001	7250	19960	5	0.00140198	2
