poi	10099	2	0	2	15135.107586735077	12400.10036812949	89.0	15016	12494	2	0.00005107
poi	10098	2	0	2	14755.479644302177	9538.328145261497	39.0	14707	9642	4	0.00008837
poi	10097	2	0	2	13313.536485640841	4898.704657827091	89.0	13265	4854	3	0.00008178
poi	10096	2	3	2	13166.151911155526	26139.988631195498	25.125	13183	26172	5	0.00009829
poi	10095	2	2	2	14514.791856108834	15884.756762283763	50.25	14417	15953	3	0.00005434
poi	10094	2	0	2	13549.889256782351	15969.18216855646	58.99999999999999	13415	16089	3	0.00005187
poi	10093	2	0	2	12829.913917162123	18536.378676255586	39.0	13018	18630	3	0.00009643
poi	10092	2	0	2	15687.087444550787	16255.02676667124	59.00000000000001	15643	16310	4	0.00008297
poi	10091	2	6	2	2397.239201235791	19552.114188902953	3.140625	2469	19385	4	0.00007252
poi	10090	2	0	2	11727.500403914071	17437.378399610094	89.0	11729	17450	4	0.00008199
poi	10089	2	0	2	9731.022394593288	19610.888074357918	59.00000000000001	9744	19640	2	0.00006876
poi	10088	2	2	2	7601.0	23538.75	50.25	7601	23530	3	0.00006813
poi	10087	2	3	2	10632.479584293753	25696.73192946079	25.125	10678	25585	3	0.00005320
poi	10086	2	2	2	10828.834002877136	14766.90434720185	50.25	10689	14775	4	0.00009217
poi	10085	2	1	2	12517.782727709235	23360.826204361812	9.0	12373	23218	3	0.00008439
poi	10084	2	0	2	12128.332147983061	18888.49336173284	44.0	12116	18902	3	0.00007892
poi	10083	2	2	2	8736.168126142646	23605.18125306752	50.25	8536	23561	2	0.00008945
poi	10082	2	3	2	6776.4404806416815	17358.146947928763	25.125	6856	17184	3	0.00007524
poi	10081	2	0	2	8449.999085226405	23364.7328829779	39.0	8557	23364	5	0.00009188
poi	10080	2	2	2	10048.035987098576	15897.082770326726	50.25	10068	15943	2	0.00009092
poi	10079	2	1	2	20143.867373273635	24863.407286461406	26.0	20217	24735	3	0.00009039
poi	10078	2	1	2	7725.005594155267	11634.707630041647	29.0	7829	11793	5	0.00005828
poi	10077	2	0	2	8035.36121415678	17673.074338538794	59.0	8052	17690	5	0.00007507
poi	10076	2	0	2	10690.509697623596	17780.979226061485	29.0	10721	17803	4	0.00008729
poi	10075	2	1	2	15244.023503754715	13073.185079603216	58.99999999999999	15247	13078	4	0.00009910
poi	10074	2	0	2	17888.644794391275	23946.973753269533	26.0	17912	23975	4	0.00005926
poi	10073	2	0	2	8817.465130439019	21845.972469677923	39.0	8821	21940	5	0.00009111
poi	10072	2	2	2	17604.811599603105	11674.298376727404	50.25	17579	11691	3	0.00006012
poi	10071	2	0	2	335.1045649070503	24936.089452561606	134.0	292	23757	5	0.00009724
poi	10070	2	0	2	13246.269937460187	16228.0318999363	59.0	13265	16258	2	0.00007598
poi	10069	2	1	2	14053.187846346738	21729.510349073054	59.0	14063	21732	2	0.00007937
poi	10068	2	0	2	14912.975607982844	27827.949925318084	89.0	14880	27844	3	0.00005743
poi	10067	2	0	2	14526.888383709778	15876.315300576629	134.0	14556	15856	3	0.00009956
poi	10066	2	2	2	9892.694051731632	21109.454107759746	50.25	9903	21111	2	0.00009530
poi	10065	2	0	2	14702.711670096847	7721.014560422603	39.0	14760	7971	3	0.00009118
poi	10064	2	1	2	16160.466555968369	11479.724709416969	26.0	16084	11279	4	0.00008121
poi	10063	2	0	2	3217.3746823852935	16903.1415042341	39.0	3549	17002	4	0.00008047
poi	10062	2	0	2	8453.028436741086	6967.372396408267	59.0	8472	6953	2	0.00008350
poi	10061	2	1	2	9779.500510419159	17388.171899521003	59.0	9789	17264	3	0.00005344
poi	10060	2	0	2	13815.038226977782	25568.520834653184	58.99999999999999	13674	25294	2	0.00005737
