242	953	5
211	918	5
607	671	4
708	949	4
182	283	4
322	754	4
389	565	4
337	675	4
23	953	4
146	436	4
757	867	4
291	511	4
249	357	4
442	509	4
336	690	4
126	485	4
107	290	4
563	792	4
518	938	4
491	540	4
764	841	4
277	974	4
441	905	4
621	850	4
530	726	4
4	68	4
118	321	4
257	914	4
512	622	4
448	953	4
800	940	4
917	918	4
56	663	4
418	872	4
917	967	4
79	312	4
810	817	4
24	616	4
258	975	4
259	639	4
289	675	4
618	796	4
80	679	4
251	758	4
445	813	4
379	540	4
45	64	4
278	525	4
824	998	4
299	637	4
73	624	4
215	441	4
417	870	4
220	992	4
29	181	4
703	879	4
252	758	4
951	992	4
467	781	4
276	943	4
189	332	4
118	174	4
282	447	4
141	850	4
362	733	4
565	800	3
491	884	3
142	500	3
69	356	3
69	233	3
125	292	3
696	784	3
167	551	3
43	705	3
170	840	3
317	748	3
242	803	3
37	123	3
212	710	3
190	740	3
149	167	3
5	397	3
229	267	3
71	883	3
26	409	3
619	799	3
327	517	3
91	650	3
122	462	3
672	734	3
583	822	3
82	131	3
267	842	3
30	345	3
55	830	3
291	553	3
180	701	3
121	753	3
452	792	3
24	153	3
73	712	3
632	755	3
19	624	3
138	646	3
363	424	3
908	956	3
276	580	3
646	651	3
580	689	3
326	813	3
289	353	3
20	992	3
735	904	3
53	388	3
339	419	3
8	663	3
329	520	3
507	964	3
113	813	3
534	675	3
8	56	3
25	322	3
608	725	3
465	837	3
332	981	3
347	870	3
236	538	3
94	583	3
309	450	3
189	684	3
209	444	3
108	400	3
90	995	3
30	948	3
549	969	3
288	961	3
442	971	3
60	364	3
183	905	3
385	632	3
144	807	3
487	573	3
521	911	3
30	116	3
1	837	3
241	900	3
81	529	3
270	402	3
313	730	3
167	537	3
241	817	3
185	560	3
604	825	3
164	328	3
550	859	3
921	967	3
198	734	3
327	891	3
205	695	3
802	819	3
588	871	3
25	837	3
238	824	3
594	893	3
310	624	3
511	825	3
191	841	3
2	234	3
104	321	3
79	863	3
665	889	3
378	602	3
449	646	3
230	237	3
167	290	3
471	936	3
779	984	3
74	118	3
239	786	3
436	819	3
594	860	3
776	796	3
53	186	3
271	277	3
2	810	3
283	985	3
133	964	3
41	930	3
266	869	3
177	541	3
111	623	3
87	139	3
