0	30	0.9978
0	34	0.9958
0	77	0.9938
0	93	0.9969
0	115	0.9936
0	141	0.9997
0	145	0.9988
0	182	0.9988
0	191	0.9934
0	249	0.9936
0	254	0.996
0	281	0.9989
0	290	0.9939
0	341	0.9996
0	375	0.9975
0	432	0.9938
0	451	0.9991
0	454	0.9966
0	498	0.9957
0	510	0.9968
0	516	0.9933
0	536	0.9973
0	571	0.9986
0	623	0.9932
0	645	0.9977
0	656	0.9935
0	661	0.9987
0	664	0.9991
0	741	0.9939
0	743	0.9999
0	763	0.9987
0	801	0.997
0	813	0.9968
0	867	0.9942
0	897	0.9934
0	903	0.9989
0	907	0.9974
0	941	0.9982
0	959	0.9949
0	983	0.996
0	984	0.9996
0	990	0.9951
1	23	0.999
1	46	0.9978
1	87	0.9932
1	108	0.9967
1	130	0.9965
1	136	0.9985
1	150	0.9992
1	186	0.9962
1	207	0.9974
1	208	0.9963
1	214	0.9948
1	217	0.9998
1	228	0.9941
1	230	0.9997
1	282	0.9943
1	305	0.997
1	307	0.9973
1	315	0.9974
1	362	0.9988
1	369	0.9995
1	402	0.9987
1	422	0.9951
1	429	0.9984
1	430	0.9948
1	510	0.9934
1	512	0.997
1	517	0.9993
1	524	0.9995
1	557	0.9972
1	562	0.9991
1	565	0.9946
1	579	0.9934
1	608	0.9936
1	647	0.9988
1	682	0.997
1	700	0.9985
1	703	0.9986
1	751	0.9942
1	772	0.9959
1	789	0.9969
1	808	0.9948
1	810	0.9954
1	812	0.9941
1	814	0.9973
1	837	0.9949
1	883	0.9941
1	894	0.996
1	899	0.999
1	911	0.9955
1	934	0.997
1	948	0.9978
1	994	0.9954
2	22	0.9984
2	137	0.9932
2	148	0.9982
2	168	0.9971
2	174	0.9968
2	204	0.9997
2	221	0.9984
2	228	0.9973
2	246	0.9973
2	259	0.9951
2	269	0.9994
2	280	0.9982
2	282	0.9979
2	297	0.9985
2	309	0.9945
2	315	0.9979
2	340	0.9974
2	372	0.9964
2	389	0.9948
2	394	0.9945
2	401	0.9968
2	486	0.9974
2	498	0.999
2	509	0.9986
2	541	0.9981
2	550	0.9968
2	555	0.9969
2	557	0.9998
2	567	0.9979
2	574	0.9994
2	579	0.995
2	586	0.9984
2	725	0.9997
2	737	0.9954
2	761	0.9955
2	810	0.9947
2	835	0.9958
2	857	0.9952
2	873	0.9977
2	874	0.998
2	882	0.9951
2	886	0.9993
2	890	0.9963
2	895	0.9996
2	907	0.9967
2	953	0.995
2	989	0.994
3	8	0.9986
3	41	0.9998
3	51	0.9968
3	90	0.9999
3	93	0.9998
3	123	0.9972
3	132	0.9977
3	134	0.9942
3	136	0.9962
3	143	0.9956
3	156	0.9982
3	190	0.9991
3	195	0.9952
3	199	0.9943
3	202	0.9977
3	209	0.9935
3	227	0.9974
3	265	0.9978
3	286	0.9984
3	341	0.9999
3	394	0.9975
3	418	0.9986
3	419	0.9975
3	438	0.9957
3	442	0.9976
3	459	0.9995
3	498	0.9984
3	500	0.9962
3	501	0.9964
3	519	0.9993
3	597	0.9999
3	644	0.9986
